Front,Back,Chapter,Section,Tags
"**9.** How often must the Borough Commander convene meetings with members of the borough's executive staff and the Department's line organizations?

A) A) Monthly
B) B) Semi-annually
C) C) Quarterly (or as needed)
D) D) Annually","**Answer: C**

Quarterly (or as needed) to discuss command level management issues and resolve challenges faced by members on patrol. (A.G. 303-01, duty #9)","Duties & Responsibilities","303",chapter_303 303_duties_responsibilities
"**10.** The Borough Operations Commander oversees the selection of command youth coordination officers after conferral with whom?

A) A) Borough Commander
B) B) Borough Executive Officer, Operations
C) C) Precinct/PSA commanding officers
D) D) Community Affairs Bureau","**Answer: C**

The Borough Operations Commander oversees selection of command youth coordination officers after conferral with precinct/PSA commanding officers. (A.G. 303-05, duty #5)","Duties & Responsibilities","303",chapter_303 303_duties_responsibilities
"**1.** A uniformed member of the service who misuses a firearm while unfit for duty due to excessive alcohol consumption will be:

A) A) Placed on modified assignment
B) B) Suspended for 30 days
C) C) Terminated from the Department
D) D) Given command discipline","**Answer: C**

Any misconduct involving a member's misuse of a firearm while unfit for duty due to excessive consumption of and intoxication from alcohol will result in termination. Exceptional cases are determined by the Police Commissioner on a case-by-case basis. (A.G. 304-04)","General Regulations","304",chapter_304 304_general_regulations
"**2.** A UMOS causes serious physical injury to another person while operating a motor vehicle and is determined to be unfit for duty due to alcohol. What is the consequence?

A) A) Dismissal Probation only
B) B) Suspension and retraining
C) C) Termination, absent exigent circumstances
D) D) Modified assignment for 30 days","**Answer: C**

The Department policy states that any UMOS who causes serious physical injury while operating a motor vehicle and is determined unfit for duty due to alcohol consumption will be terminated, absent exigent circumstances. (A.G. 304-04)","General Regulations","304",chapter_304 304_general_regulations
"**3.** A UMOS refuses to submit to chemical testing in connection with an alleged violation of VTL §1192 (DWI). The member will be charged with violating:

A) A) A.G. 304-04, ""Fitness For Duty""
B) B) A.G. 304-06, ""Prohibited Conduct""
C) C) A.G. 318-10, ""Removal of Firearms""
D) D) P.G. 221-23, ""Alcohol Testing""","**Answer: B**

A UMOS who refuses chemical testing for alleged DWI will be charged with violating A.G. 304-06, ""Prohibited Conduct"" — engaging in conduct prejudicial to the good order, efficiency, or discipline of the Department. (A.G. 304-04)","General Regulations","304",chapter_304 304_general_regulations
"**4.** The Counseling Services Unit maintains confidentiality standards under:

A) A) New York State Civil Service Law
B) B) Title 42 of Federal guidelines governing alcoholism programs
C) C) Department Administrative Guide only
D) D) HIPAA regulations","**Answer: B**

The Counseling Services Unit maintains strict standards of confidentiality as set forth in Title 42 of Federal guidelines governing alcoholism programs. (A.G. 304-04)","General Regulations","304",chapter_304 304_general_regulations
"**5.** A member participating in counseling programs for alcohol-related problems should be aware that:

A) A) Their promotional opportunities will be jeopardized
B) B) They will automatically be transferred
C) C) Participation will NOT jeopardize promotional opportunities
D) D) They will be placed on restricted duty","**Answer: C**

Members participating in these programs will not jeopardize their promotional opportunities, and current assignments will not ordinarily be changed. However, participation does not exempt a member from disciplinary action for specific acts of misconduct. (A.G. 304-04)","General Regulations","304",chapter_304 304_general_regulations
"**6.** Any negotiated penalty for a UMOS determined to have been operating a motor vehicle while unfit due to alcohol shall include:

A) A) A verbal reprimand
B) B) A period of Dismissal Probation
C) C) A 10-day suspension
D) D) Command discipline only","**Answer: B**

Any negotiated penalty involving a UMOS operating a motor vehicle while unfit due to alcohol shall include a period of Dismissal Probation. The member must also agree to submit to ordered breath testing during the probation period. (A.G. 304-04)","General Regulations","304",chapter_304 304_general_regulations
"**7.** POPPA is best described as:

A) A) A Department disciplinary unit
B) B) A joint labor-management, union-operated employee assistance program
C) C) A civilian oversight board
D) D) An Internal Affairs Bureau division","**Answer: B**

POPPA (Police Organization Providing Peer Assistance) is a joint labor-management cooperative effort involving the implementation of a union-operated, alternative employee assistance program. Both HELPLINE and POPPA offer confidential services. (A.G. 304-04)","General Regulations","304",chapter_304 304_general_regulations
"**8.** The Counseling Services Unit operates:

A) A) Monday through Friday, 0900-1700 hours
B) B) 24 hours a day, seven days a week
C) C) Only during business hours
D) D) By appointment only","**Answer: B**

The Counseling Services Unit operates 24 hours a day, seven days a week, and will help assess the extent of the problem and make appropriate referrals for treatment. (A.G. 304-04)","General Regulations","304",chapter_304 304_general_regulations
"**9.** Which of the following correctly states the fitness-for-duty requirement?

A) A) Be fit for duty at all times
B) B) Be fit for duty at all times, except when on sick report
C) C) Be fit for duty at all times, except when off duty
D) D) Be fit for duty while on patrol only","**Answer: B**

The qualifier ""except when on sick report"" is critical. Answer choice A is a trap — it omits the qualifier and is therefore incorrect. Always look for the complete statement with the ""EXCEPT"" qualifier. (A.G. 304-04)","General Regulations","304",chapter_304 304_general_regulations
"**10.** A member of the service who serves on a Community Board may:

A) A) Serve on the Public Safety Committee
B) B) Vote on PD activities in the district the board serves
C) C) Serve on the board but NOT on the Public Safety Committee
D) D) Not serve on a Community Board at all","**Answer: C**

Members CAN serve on a Community Board, but CANNOT serve on the Community Board's Public Safety Committee if it deals with PD and other law enforcement matters. They also cannot vote on Community Board matters regarding PD activities in the district the board serves. (A.G. 304-06)","General Regulations","304",chapter_304 304_general_regulations
"**11.** When entering a command, a uniformed member should salute:

A) A) The Desk Officer
B) B) The Commanding Officer
C) C) The Desk
D) D) The highest-ranking officer present","**Answer: C**

When entering the command, members salute The DESK — not the Desk Officer. The salute is rendered to the desk itself as a symbol of command authority. (A.G. 304-02)","General Regulations","304",chapter_304 304_general_regulations
"**12.** A breathalyzer result of what level or greater constitutes ""unfit for duty""?

A) A) .02
B) B) .04
C) C) .06
D) D) .08","**Answer: B**

A breathalyzer result of .04 or greater means the member is unfit for duty. This is lower than the legal DWI limit of .08 — the Department holds members to a stricter standard. (A.G. 318-20, note after step 1)","General Regulations","304",chapter_304 304_general_regulations
"**13.** A member's driver's license is suspended. Who must the member notify?

A) A) Immediate supervisor
B) B) Desk Officer
C) C) Commanding Officer
D) D) IAB directly","**Answer: C**

The member must notify the Commanding Officer directly if their license is suspended, revoked, or not renewed. This breaks the normal chain of command — the notification goes straight to the C.O. (A.G. 304-03)","General Regulations","304",chapter_304 304_general_regulations
"**14.** Locker stickers on the OUTSIDE of a member's locker include:

A) A) Gun Safety and Seat Belt
B) B) Police Don't Move and Health and Wellness
C) C) Police Don't Move and Proper Tactics Save Lives
D) D) Proper Tactics Save Lives and Gun Safety","**Answer: C**

Two stickers go on the OUTSIDE: ""Police Don't Move"" (with rank, name, shield, squad) and ""Proper Tactics Save Lives."" Three go on the INSIDE: Gun Safety, Seat Belt, and Health and Wellness. (A.G. 304-07)","General Regulations","304",chapter_304 304_general_regulations
"**15.** A member is nominated to an elected office. How many days does the member have to decline before automatically vacating their Department position?

A) A) 5 days
B) B) 10 days
C) C) 15 days
D) D) 30 days","**Answer: B**

If a member accepts or is nominated to elected office, the MOS has 10 days to turn it down or automatically vacate their position with the Department. Exceptions include Community Board, Board of Education outside the city, or unpaid leave with the Mayor's permission. (A.G. 304-06)","General Regulations","304",chapter_304 304_general_regulations
"**16.** The medical exemption for facial hair (Shaving Restriction Form) is valid for:

A) A) 90 days
B) B) 120 days
C) C) 180 days
D) D) 1 year","**Answer: C**

The medical exemption for facial hair is ONLY good for 180 days. Reevaluation is required to extend it. Members should schedule an appointment to renew the Shaving Restriction Form 1 month prior to expiration. (A.G. 304-08)","General Regulations","304",chapter_304 304_general_regulations
"**1.** A UMOS may be unarmed at their own discretion while off duty in all of the following situations EXCEPT:

A) A) On vacation
B) B) Engaged in authorized off-duty employment
C) C) Walking through a NYC neighborhood
D) D) There is a likelihood of consuming alcohol","**Answer: C**

Members must be armed at all times when in NYC, unless specific exceptions apply: risk of loss/theft (sporting activities, beach), vacation, authorized off-duty employment, activity where it would be inadvisable to carry, or likelihood of consuming alcohol. Walking through NYC does not qualify. (A.G. 305-07)","Uniforms and Equipment","305",chapter_305 305_uniforms_equipment
"**2.** Which type of holster is prohibited under A.G. 305-07?

A) A) Shoulder holster
B) B) Ankle holster
C) C) Belly band holster
D) D) Inside-waistband holster","**Answer: C**

""Belly band"" holsters, ""clip-on"" holsters, and ""one size fits all"" holsters are prohibited. Shoulder and ankle holsters are permitted if they meet retention requirements. (A.G. 305-07)","Uniforms and Equipment","305",chapter_305 305_uniforms_equipment
"**3.** Firearms may NOT be stored or left in:

A) A) A locked firearms safe at home
B) B) An unattended motor vehicle
C) C) The desk officer's safekeeping
D) D) A firearms safety station","**Answer: B**

Members shall not store or leave firearms in an unattended motor vehicle, except as authorized (e.g., P.G. 221-10). (A.G. 305-07)","Uniforms and Equipment","305",chapter_305 305_uniforms_equipment
"**4.** All firearm repairs and modifications must be performed by:

A) A) Any certified gunsmith
B) B) The member's commanding officer
C) C) Firearms and Tactics Section armorers solely
D) D) The member with CO approval","**Answer: C**

All repairs and modifications to authorized firearms must be performed solely by Firearms and Tactics Section armorers. The member must pass a qualification course before carrying a modified firearm. (A.G. 305-07)","Uniforms and Equipment","305",chapter_305 305_uniforms_equipment
"**5.** A report for lost or damaged uniform must be filed within:

A) A) 10 days
B) B) 30 days
C) C) 60 days
D) D) 90 days","**Answer: B**

The report must be prepared on Typed Letterhead addressed to the Deputy Commissioner, Management and Budget, within 30 days from the date of incident. (A.G. 305-05)","Uniforms and Equipment","305",chapter_305 305_uniforms_equipment
"**6.** Reimbursement for lost or damaged uniform items costing less than $100 should be forwarded to the Deputy Commissioner, Management and Budget:

A) A) Through channels
B) B) Direct
C) C) Via Internal Affairs Bureau
D) D) Through the Chief of Department","**Answer: B**

Items costing less than $100 are forwarded direct to the Deputy Commissioner, Management and Budget. Items costing $100 or more go through channels. (A.G. 305-05)","Uniforms and Equipment","305",chapter_305 305_uniforms_equipment
"**7.** The maximum reimbursement amount for a lost or damaged watch is:

A) A) $50.00
B) B) $75.00
C) C) $100.00
D) D) $150.00","**Answer: B**

A maximum of $75.00 has been established as a reasonable amount for watch reimbursement. Members are reminded they must be equipped with a serviceable watch while performing patrol duty. (A.G. 305-05)","Uniforms and Equipment","305",chapter_305 305_uniforms_equipment
"**8.** A UMOS entering Family Court must be:

A) A) Armed with service pistol only
B) B) Unarmed, unless present as arresting officer or on official business
C) C) Armed with both service and off-duty weapons
D) D) Armed but with weapon concealed","**Answer: B**

Members must be unarmed when entering Family Court or Supreme Court Matrimonial Parts, unless involved as arresting officer or on official business in a case. If armed as arresting officer, report to court officer supervisor and sign the Law Enforcement Officer log. (A.G. 305-07)","Uniforms and Equipment","305",chapter_305 305_uniforms_equipment
"**9.** All settlements for lost or damaged uniform reimbursement are non-transferable and must be executed within:

A) A) 90 days of approval
B) B) 120 days of approval
C) C) 180 days of approval
D) D) One year of approval","**Answer: C**

All settlements are non-transferable and MUST be executed within 180 days of approval by the Deputy Commissioner, Management and Budget. (A.G. 305-05)","Uniforms and Equipment","305",chapter_305 305_uniforms_equipment
"**10.** A UMOS carrying an authorized firearm into a foreign country (not on official business or sporting event) will face:

A) A) A verbal warning
B) B) No consequences if firearm is properly secured
C) C) Disciplinary action and possibly criminal penalties and/or weapon confiscation
D) D) Modified assignment","**Answer: C**

Members are prohibited from carrying firearms into a foreign country unless on official business or personally participating in an event requiring use of a firearm. Failure to comply will result in disciplinary action and possibly subject the member to criminal penalties and/or weapon confiscation. (A.G. 305-07)","Uniforms and Equipment","305",chapter_305 305_uniforms_equipment
"**11.** A Sergeant's nylon windbreaker displays rank insignia in which location?

A) A) Chevrons on both sleeves
B) B) Insignia on collar only
C) C) Chevrons on the left sleeve only
D) D) Gold letters across the back","**Answer: B**

On the nylon windbreaker, Sergeants have insignia on the collar only — NO chevrons on the sleeves. This is different from the V-neck sweater, where Sergeants DO wear chevrons on the sleeves. (A.G. 305-04)","Uniforms and Equipment","305",chapter_305 305_uniforms_equipment
"**12.** The WTC Memorial breast bar may be worn by:

A) A) Only UMOS who were on the job on 9/11/2001
B) B) Only UMOS assigned to WTC recovery operations
C) C) All UMOS, regardless of whether they were on the job on 9/11
D) D) Only UMOS who received a commendation for 9/11 service","**Answer: C**

The WTC Memorial breast bar may be worn by all UMOS above all other bars except the US Flag bar. Unlike anniversary bars, members did NOT have to be on the job during 9/11 to wear it. (A.G. 305-13)","Uniforms and Equipment","305",chapter_305 305_uniforms_equipment
"**13.** A protective vest must meet what minimum threat level certification?

A) A) Threat Level I
B) B) Threat Level II
C) C) Exceeding Threat Level II (Level III or higher)
D) D) Threat Level IV","**Answer: C**

The vest must be certified by the NIJ as EXCEEDING Threat Level II — meaning Level II itself is NOT acceptable. The vest must be Level III or higher. Vests made of Zylon are also NOT authorized. (A.G. 305-15)","Uniforms and Equipment","305",chapter_305 305_uniforms_equipment
"**14.** When a member dies in the line of duty, members of his/her command wear the mourning band until:

A) A) The day of the funeral
B) B) 2400 hrs on the 10th day after death
C) C) 10 days after the funeral
D) D) 2400 hrs on the day of the funeral","**Answer: B**

For LOD death, members of the deceased's command wear the mourning band from time of death until 2400 hrs on the 10th day after death. Other members wear it from time of death until 2400 hours on the day of the funeral. Note that the flag at half-mast period uses ""10 days after funeral"" as its reference — a different timeline. (A.G. 305-14 / A.G. 304-02)","Uniforms and Equipment","305",chapter_305 305_uniforms_equipment
"**15.** On the duty belt, OC pepper spray is carried on which side?

A) A) Strong side, next to firearm
B) B) Support side, opposite the firearm
C) C) Center line of the belt
D) D) Either side at the member's discretion","**Answer: B**

OC pepper spray device and holder are carried on the support side (non-shooting side), opposite the firearm. It is item #4 on the support side of the belt. (A.G. 305-08)","Uniforms and Equipment","305",chapter_305 305_uniforms_equipment
"**16.** Who must a supervisor contact for a reserve protective vest supply?

A) A) The Equipment Section
B) B) The member's assigned bureau
C) C) The local Patrol Borough
D) D) The Police Commissioner's office","**Answer: C**

Regardless of the member's bureau (Housing, Transit, Detective Bureau, etc.), the supervisor directs the requesting MOS to call the local Patrol Borough for reserve vest supply. If the Patrol Borough does not have any, contact the PA Vest Unit. (A.G. 305-15)","Uniforms and Equipment","305",chapter_305 305_uniforms_equipment
"**17.** The mnemonic ""A FAVOR"" helps remember when a member may be unarmed off duty. What does the ""F"" stand for?

A) A) Fitness activities
B) B) Family Court or Supreme Court Matrimonial
C) C) Foreign country travel
D) D) Formal Department functions","**Answer: B**

A FAVOR: A = Alcohol likely consumed; F = Family or Supreme Court Matrimonial (don't enter armed except as arresting officer or on official business); A = Advisable not to carry; V = Vacation; O = Off-Duty Employment; R = Risk of Loss or Theft (sports, beach, etc.). (A.G. 305-07)","Uniforms and Equipment","305",chapter_305 305_uniforms_equipment
"**1.** Upon observing a UMOS who appears unfit for duty due to intoxication, the supervisory member must prepare the SUPERVISOR'S FITNESS FOR DUTY REPORT (PD469-150):

A) A) Within 24 hours
B) B) By end of tour
C) C) Immediately
D) D) Within 48 hours","**Answer: C**

The supervisory member must prepare the PD469-150 immediately based upon observations of the member. The CO/XO/duty captain must also prepare their own PD469-150 immediately. (A.G. 318-10)","Disciplinary Matters","318",chapter_318 318_disciplinary_matters
"**2.** When a UMOS is determined to be intoxicated, the CO/XO/duty captain should:

A) A) Issue a verbal warning and send member home
B) B) Remove firearms, place on modified assignment or suspend, and advise of counseling
C) C) Notify Internal Affairs Bureau only
D) D) Contact the Police Commissioner directly","**Answer: B**

The CO/XO/duty captain removes firearms (per A.G. 318-13), places member on modified assignment or suspends, advises of Counseling Service Programs, and mandates supervisory officer contact to Counseling Services Unit. (A.G. 318-10)","Disciplinary Matters","318",chapter_318 318_disciplinary_matters
"**3.** The Typed Letterhead report for an intoxicated UMOS must be prepared in how many copies and forwarded to how many recipients?

A) A) Five copies, five recipients
B) B) Six copies, six recipients
C) C) Eight copies, eight recipients
D) D) Ten copies, ten recipients","**Answer: C**

Eight copies are prepared and forwarded to: First Deputy Commissioner (original, DIRECT + through channels), Chief of Department, Chief of Personnel, Chief of Internal Affairs, Deputy Commissioner Trials, Department Advocate's Office, and member's CO — all DIRECT. (A.G. 318-10)","Disciplinary Matters","318",chapter_318 318_disciplinary_matters
"**4.** Prior to questioning a member who is the subject of an official investigation, the interrogating officer must provide:

A) A) CHARGES AND SPECIFICATIONS (PD468-121)
B) B) NOTIFICATION OF ALLEGATION(S) AND EMPLOYEE'S RIGHTS (PD339-121)
C) C) SUPERVISOR'S FITNESS FOR DUTY REPORT (PD469-150)
D) D) Miranda Warning Card","**Answer: B**

Prior to questioning, the interrogating officer must provide the member a completed PD339-121 for review and endorsement, allowing reasonable time for review. (A.G. 318-11)","Disciplinary Matters","318",chapter_318 318_disciplinary_matters
"**5.** A member who is the subject of an official investigation has the right to view which recording prior to questioning?

A) A) Any CCTV footage from the precinct
B) B) Their own Body-Worn Camera recording related to the incident
C) C) All BWC recordings from all officers at the scene
D) D) No recordings may be viewed","**Answer: B**

The member will be permitted to view their own BWC recording related to the incident(s) under investigation prior to questioning at a time and place deemed appropriate by the supervisor in charge of the investigation. (A.G. 318-11)","Disciplinary Matters","318",chapter_318 318_disciplinary_matters
"**6.** A UMOS who refuses to answer questions specifically directed and narrowly related to official duties will be:

A) A) Given a verbal reprimand
B) B) Placed on modified assignment
C) C) Subject to suspension from duty
D) D) Charged with insubordination only","**Answer: C**

Members must answer questions specifically directed and narrowly related to official duties. Refusal shall result in suspension from duty. (A.G. 318-11)","Disciplinary Matters","318",chapter_318 318_disciplinary_matters
"**7.** Under the Garrity warning, a member's statements during an official investigation:

A) A) Can be used in both criminal proceedings and departmental charges
B) B) Cannot be used in criminal proceedings but CAN be used in departmental charges
C) C) Cannot be used in either criminal proceedings or departmental charges
D) D) Can be used in criminal proceedings but NOT departmental charges","**Answer: B**

If the member answers, neither their statements nor any information gained by reason of such statements can be used against them in subsequent criminal proceedings. However, the statements may be used against them in relation to subsequent departmental charges. (A.G. 318-11)","Disciplinary Matters","318",chapter_318 318_disciplinary_matters
"**8.** An interrogation conducted after CHARGES AND SPECIFICATIONS have been served must be completed at least how many days prior to the Department trial date?

A) A) 5 days
B) B) 10 days
C) C) 15 days
D) D) 20 days","**Answer: B**

An interrogation conducted after service of charges must be completed at least 10 days prior to the date of Department trial, except as directed by the Deputy Commissioner - Trials. (A.G. 318-11)","Disciplinary Matters","318",chapter_318 318_disciplinary_matters
"**9.** The determination of what constitutes a ""reasonable time"" for a member to obtain counsel before interrogation is made by:

A) A) The member's commanding officer
B) B) The desk officer
C) C) The captain (or above) in charge of the investigation
D) D) The member's union representative","**Answer: C**

In all cases, the determination as to what is a reasonable time will be made by the captain (or above) in charge of the investigation, considering the nature of the investigation, timeliness, and stage of the investigation. (A.G. 318-11)","Disciplinary Matters","318",chapter_318 318_disciplinary_matters
"**10.** A supervisory officer is mandated to contact the Counseling Services Unit when a member is:

A) A) Placed on modified assignment, suspended, or has firearms removed due to unfitness
B) B) Under criminal investigation only
C) C) Transferred to another command
D) D) Issued command discipline","**Answer: A**

A supervisory officer is mandated in all cases to contact the Counseling Services Unit on behalf of a member who is placed on modified assignment, suspended, or has their firearms removed due to being unfit for duty. (A.G. 318-10)","Disciplinary Matters","318",chapter_318 318_disciplinary_matters
"**11.** Which of the following is a prohibited interrogation tactic?

A) A) Recording the interrogation mechanically
B) B) Having a line organization representative present
C) C) Promises of reward for answering questions
D) D) Scheduling interrogation during business hours","**Answer: C**

Prohibited tactics include: ""off the record"" questions, offensive language or threats (transfer, dismissal, disciplinary punishment), and promises of reward for answering questions. (A.G. 318-11)","Disciplinary Matters","318",chapter_318 318_disciplinary_matters
"**12.** Questions and answers from an official investigation interrogation may be released outside the Department only with written approval of:

A) A) The Police Commissioner
B) B) The Chief of Department
C) C) The Deputy Commissioner - Legal Matters
D) D) The Chief of Internal Affairs","**Answer: C**

Questions and answers resulting from interrogation are confidential and not to be revealed or released outside the Department without prior written approval of the Deputy Commissioner - Legal Matters. If a subpoena duces tecum is received, contact the Legal Bureau immediately. (A.G. 318-11)","Disciplinary Matters","318",chapter_318 318_disciplinary_matters
"**13.** The maximum penalty for a Schedule ""A"" Command Discipline is:

A) A) 3 days
B) B) 5 days
C) C) 10 days
D) D) 20 days","**Answer: B**

The three types of CDs have different maximums: ""A"" = 5 days, ""B"" = 10 days, ""C"" = 20 days. ""C"" CDs are issued only by the Department Advocate. (A.G. 318-01)","Disciplinary Matters","318",chapter_318 318_disciplinary_matters
"**14.** When a CD results from an IAB investigation and the CO wants to change the recommended disciplinary action, the CO must obtain conferral and approval from:

A) A) The investigating entity
B) B) The Deputy Commissioner, Department Advocate
C) C) The Chief of IAB
D) D) The Patrol Borough Adjutant","**Answer: B**

When a CD comes from IAB: to change findings, you need approval of the investigating entity. To change discipline, you need approval of the DC Department Advocate. The exam often switches these two. (A.G. 318-02)","Disciplinary Matters","318",chapter_318 318_disciplinary_matters
"**15.** The CD Review Panel may increase the penalty proposed by the CO to not more than:

A) A) The same penalty proposed
B) B) One and a half times the proposed penalty
C) C) Double the proposed penalty
D) D) Triple the proposed penalty","**Answer: C**

The CD Review Panel may approve, reduce, or increase the penalty — but the increase cannot exceed double what the CO proposed. (A.G. 318-02)","Disciplinary Matters","318",chapter_318 318_disciplinary_matters
"**16.** A Uniformed Sergeant must suspend an MOS for all of the following EXCEPT:

A) A) Arrest for a misdemeanor
B) B) Refusal to take a Dole Test
C) C) Being impaired (BAC under .08)
D) D) AWOL for 5 consecutive tours","**Answer: C**

The mandatory suspension grounds (A DOG CAR) include DWI (VTL 1192 subs 2-4a) but NOT impairment below .08. By its absence from the list, impaired is not a must-suspend. (A.G. 318-05)","Disciplinary Matters","318",chapter_318 318_disciplinary_matters
"**17.** A member must elect one of the three CD options within what timeframe of receiving the CO/XO's decision?

A) A) 3 calendar days
B) B) 3 working days
C) C) 5 working days
D) D) 5 calendar days","**Answer: B**

The member must notify the CO in writing on the CD of the option elected within 3 working days of receiving the CO/XO's decision. When the AG does not specify ""working,"" it means calendar days. (A.G. 318-02)","Disciplinary Matters","318",chapter_318 318_disciplinary_matters
"**18.** Records and dispositions of substantiated Schedule ""B"" CDs may be sealed after:

A) A) 1 year from issuance with no subsequent discipline
B) B) 3 years from issuance with no subsequent ""B"" or Charges
C) C) 3 years from disposition, upon written request, with no subsequent ""B"" or Charges
D) D) They are automatically sealed after 3 years","**Answer: C**

Sealing of ""B"" CDs is NOT automatic — the member must request in writing via a 49 to their CO on the 3rd anniversary of the date of disposition. If no subsequent ""B"" CDs or Charges during those 3 years, the CO expunges from the command folder. (A.G. 318-12/318-14)","Disciplinary Matters","318",chapter_318 318_disciplinary_matters
"**19.** When an MOS is arrested outside the city, who designates the Captain or above to conduct the investigation?

A) A) The Patrol Borough CO
B) B) The Duty Captain
C) C) The Chief (of Department)
D) D) The MOS's Commanding Officer","**Answer: C**

When arrested outside the city, there is no ""Duty Captain"" — the Chief designates a Captain or above to conduct the investigation. Inside the city, the Borough CO assigns the Ranking Officer. (A.G. 318-09)","Disciplinary Matters","318",chapter_318 318_disciplinary_matters
"**20.** Loss of a Department-issued smartphone results in which type of Command Discipline?

A) A) Schedule ""A"" CD
B) B) Schedule ""B"" CD
C) C) Schedule ""C"" CD
D) D) Charges and Specifications","**Answer: A**

Loss of an ID Card, Summons, Summons Book, or Department-issued smartphone are all Schedule ""A"" CDs. Loss of shield, Activity Log, prisoner (failure to safeguard), or other Department property (except the ""A"" items) are Schedule ""B"" CDs. (A.G. 318-01)","Disciplinary Matters","318",chapter_318 318_disciplinary_matters
"**1.** A civilian member must report an on-duty injury no later than:

A) A) 24 hours after the incident
B) B) 3 days after the incident
C) C) 7 days after the incident
D) D) 30 days after the incident","**Answer: C**

The civilian member must report injury to supervisor at time of incident, and the injury must be reported no later than 7 days after the incident. (A.G. 319-08)","Civilian Personnel","319",chapter_319 319_civilian_personnel
"**2.** The investigating supervisor must notify the Civilian Employee Services Unit and forward copies within:

A) A) Immediately by telephone; copies within 12 hours
B) B) Immediately by telephone during business hours; copies within 24 hours
C) C) By end of tour; copies within 48 hours
D) D) Within 24 hours; copies within 72 hours","**Answer: B**

The supervisor must notify the Civilian Employee Services Unit immediately by telephone during business hours (or at 0900 following business day) and forward copies within 24 hours of notification. (A.G. 319-08)","Civilian Personnel","319",chapter_319 319_civilian_personnel
"**3.** Who is empowered to grant leave with pay for the first week's absence of a civilian member covered by Workers Compensation?

A) A) The commanding officer
B) B) The desk officer
C) C) The Chief of Personnel
D) D) The Deputy Commissioner, Management and Budget","**Answer: C**

The Chief of Personnel is empowered to grant leave with pay for the first week's absence of a member covered by Workers Compensation who is physically disabled in the performance of official duties. (A.G. 319-08)","Civilian Personnel","319",chapter_319 319_civilian_personnel
"**4.** How many forms must the investigating supervisor ensure are prepared when a civilian member is injured on duty?

A) A) 3
B) B) 4
C) C) 5
D) D) 6","**Answer: C**

Five forms: Employee Statement Form (FISA WCS-110), Supervisor's Report of Injury (FISA WCS-100), Witness Statement Form (FISA WCS-120), Employee Option Form (DP2002), and Time Usage 49. (A.G. 319-08)","Civilian Personnel","319",chapter_319 319_civilian_personnel
"**1.** An exchange of tour (mutual) must be performed within the same:

A) A) Calendar month
B) B) 28-day FLSA cycle
C) C) Pay period
D) D) Calendar week","**Answer: B**

Exchange of tours must be performed in the same twenty-eight day Fair Labor Standards Act (FLSA) cycle. (A.G. 320-01)","Personnel Matters — General","320",chapter_320 320_personnel_matters
"**2.** A uniformed member of the service requesting an exchange of tours must submit the EXCHANGE OF TOUR REQUEST to the operations coordinator at least how many days in advance?

A) A) 3 days
B) B) 5 days
C) C) 7 days
D) D) 10 days","**Answer: B**

The request must be submitted at least five days in advance. (A.G. 320-01, step #5)","Personnel Matters — General","320",chapter_320 320_personnel_matters
"**3.** During an exchange of tours, a uniformed member of the service who becomes ill must report:

A) A) Administrative Sick
B) B) Regular Sick, which requires a visit to the Department surgeon
C) C) Either Administrative or Regular Sick, at the member's discretion
D) D) Line of Duty Sick","**Answer: B**

Members are NOT permitted to report Administrative Sick during a mutual and must report Regular Sick, which requires a visit to the Department surgeon. (A.G. 320-01, step #2b)","Personnel Matters — General","320",chapter_320 320_personnel_matters
"**4.** Which of the following is NOT a requirement for an exchange of tours?

A) A) Members must be the same rank
B) B) Members must be assigned to the same command
C) C) Members must be below the rank of captain
D) D) Members must be assigned to the same platoon","**Answer: D**

Members do not need to be on the same platoon — they must be same rank, same command, below captain, and qualified to perform each other's duties. (A.G. 320-01)","Personnel Matters — General","320",chapter_320 320_personnel_matters
"**5.** If a uniformed member of the service fails to perform an exchanged tour, the Department may reschedule any same-rank MOS without how much notice?

A) A) 12-hour notice
B) B) 24-hour notice
C) C) 48-hour notice
D) D) 72-hour notice","**Answer: B**

The Department may reschedule any uniformed member of the service of the same rank without twenty-four hour notice. (A.G. 320-01, Additional Data)","Personnel Matters — General","320",chapter_320 320_personnel_matters
"**6.** A member of the service intending to visit an inmate at a correctional facility while off-duty must forward a typed letterhead to the commanding officer at least how many days prior?

A) A) 3 days
B) B) 5 days
C) C) 7 days
D) D) 14 days","**Answer: C**

At least seven days prior to the intended visit. (A.G. 320-02, step #1)","Personnel Matters — General","320",chapter_320 320_personnel_matters
"**7.** When a member of the service requests to visit an inmate at a correctional facility, the commanding officer must notify which of the following?

A) A) Patrol Borough Commander and Operations Unit
B) B) IAB, Command Center
C) C) Chief of Department and Personnel Bureau
D) D) Community Affairs Bureau and Legal Bureau","**Answer: B**

The commanding officer must notify IAB and the Command Center of details. (A.G. 320-02, step #2)","Personnel Matters — General","320",chapter_320 320_personnel_matters
"**8.** Reports more than six months old are removed from personal folders on which dates?

A) A) March 1 and September 1
B) B) January 1 and July 1
C) C) The first Monday of each quarter
D) D) The member's anniversary date","**Answer: B**

Reports more than six months old are removed on January 1 and July 1 each year. (A.G. 320-03, step #4)","Personnel Matters — General","320",chapter_320 320_personnel_matters
